year,county,hospital,total,cesarean_total,cesarean_repeat,vbac
2012,CAMBRIA,CONEMAUGH VALLEY MEMORIAL HSP,1395,422,161,28
2012,CARBON,GNADEN HUETTEN MEMORIAL HSP,3,0,0,0
2012,CENTRE,MOUNT NITTANY MEDICAL CENTER,1378,336,159,24
2012,CHESTER,CHESTER COUNTY HSP,2303,685,290,54
2012,CHESTER,JENNERSVILLE REGIONAL HSP,425,102,35,12
2012,CHESTER,MAIN LINE HSP PAOLI,2430,887,383,32
2012,CHESTER,PHOENIXVILLE HSP COMPANY LLC,890,296,119,21
2012,CLARION,CLARION HSP,168,62,26,6
2012,CLEARFIELD,CLEARFIELD HSP,195,53,17,0
2012,CLEARFIELD,DUBOIS REGIONAL MEDICAL CENTER,979,305,97,7
2012,CLINTON,BUCKTAIL MEDICAL CENTER,1,0,0,0
2012,CLINTON,LOCK HAVEN HSP,165,49,7,0
2012,COLUMBIA,BERWICK HSP CENTER,94,29,8,2
2012,COLUMBIA,BLOOMSBURG HSP,276,119,44,1
2012,CRAWFORD,MEADVILLE MEDICAL CENTER,531,193,64,1
2012,CRAWFORD,TITUSVILLE AREA HSP,173,56,24,2
2012,CUMBERLAND,CARLISLE REGIONAL MEDICAL CENTER,501,170,61,3
2012,CUMBERLAND,HOLY SPIRIT HSP,1238,258,106,64
2012,DAUPHIN,MILTON S HERSHEY MEDICAL CENTER,1767,631,235,46
2012,DAUPHIN,PINNACLE HEALTH HOSPITALS,4010,1332,469,11
2012,DELAWARE,CROZER CHESTER MEDICAL CENTER,1682,542,241,37
2012,DELAWARE,DELAWARE COUNTY MEMORIAL HSP,1714,469,154,49
2012,DELAWARE,MERCY FITZGERALD HSP,1,0,0,0
2012,DELAWARE,RIDDLE MEMORIAL HSP,983,391,145,7
2012,ELK,ELK REGIONAL HEALTH CENTER,227,90,38,0
2012,ERIE,HAMOT MEDICAL CENTER,2138,827,335,58
2012,ERIE,MILLCREEK COMMUNITY HSP,131,45,22,2
2012,ERIE,SAINT VINCENT HEALTH CENTER,1139,357,191,22
2012,FAYETTE,HIGHLANDS HSP,1,0,0,0
2012,FAYETTE,UNIONTOWN HSP,977,365,157,16
2012,FRANKLIN,CHAMBERSBURG HSP,1353,376,167,32
2012,FRANKLIN,WAYNESBORO HSP,408,101,37,3
2012,GREENE,SOUTHWEST REGIONAL MEDICAL CENTER,3,0,0,0
2012,HUNTINGDON,J C BLAIR MEMORIAL HSP,205,63,19,1
2012,INDIANA,INDIANA REGIONAL MEDICAL CENTER,639,156,65,5
2012,JEFFERSON,PUNXSUTAWNEY AREA HSP,119,52,17,0
2012,LACKAWANNA,MOSES TAYLOR HSP,2521,907,277,24
2012,LANCASTER,EPHRATA COMMUNITY HSP,830,254,100,29
2012,LANCASTER,HEART OF LANCASTER REG MEDICAL CENTER,846,307,77,22
2012,LANCASTER,LANCASTER GENERAL HSP,4222,1390,613,67
2012,LAWRENCE,ELLWOOD CITY HSP,178,68,30,3
2012,LAWRENCE,JAMESON MEMORIAL HSP,477,140,65,5
2012,LEBANON,GOOD SAMARITAN HSP,859,331,126,18
2012,LEHIGH,LEHIGH VALLEY HSP,4218,1232,368,85
2012,LEHIGH,SACRED HEART HSP,321,110,47,3
2012,LEHIGH,ST LUKES HSP ALLENTOWN,1336,430,176,41
2012,LEHIGH,ST LUKES HSP BETHLEHEM,2645,906,383,66
2012,LUZERNE,GEISINGER WYOMING VALLEY MEDICAL CTR,1571,544,277,29
2012,LUZERNE,HAZLETON GENERAL HSP,590,192,91,2
2012,LUZERNE,NESBITT MEMORIAL HSP,1105,360,118,15
2012,LYCOMING,WILLIAMSPORT HSP & MEDICAL CENTER,1168,373,177,17
2012,MCKEAN,BRADFORD REGIONAL MEDICAL CENTER,221,89,35,3
2012,MERCER,GROVE CITY MEDICAL CENTER,216,87,25,0
2012,MERCER,SHARON REGIONAL HEALTH SYSTEM,284,75,38,3
2012,MERCER,SHENANGO VALLEY MEDICAL CENTER,791,221,69,13
2012,MIFFLIN,LEWISTOWN HSP,541,174,76,13
2012,MONROE,POCONO MEDICAL CENTER,873,321,108,9
2012,MONTGOMERY,ABINGTON MEMORIAL HSP,4973,1723,723,116
2012,MONTGOMERY,EINSTEIN MEDICAL CENTER MONTGOMERY,372,119,46,17
2012,MONTGOMERY,HOLY REDEEMER HSP & MEDICAL CENTER,2717,1002,422,29
2012,MONTGOMERY,LANSDALE HSP,1,0,0,1
2012,MONTGOMERY,MAIN LINE HSP BRYN MAWR,1720,595,174,8
2012,MONTGOMERY,MAIN LINE HSP LANKENAU,2751,1139,446,24
2012,MONTGOMERY,MONTGOMERY HSP,720,191,97,28
2012,MONTGOMERY,POTTSTOWN MEMORIAL MEDICAL CENTER,595,224,93,8
2012,MONTOUR,GEISINGER MEDICAL CENTER,1807,611,248,47
2012,NORTHAMPTON,EASTON HSP,462,169,51,1
2012,NORTHUMBERLAND,SHAMOKIN AREA COMMUNITY HSP,1,0,0,0
2012,PHILADELPHIA,ALBERT EINSTEIN MEDICAL CENTER,2902,808,353,162
2012,PHILADELPHIA,CHILDRENS HSP OF PHILADELPHIA,347,223,48,2
2012,PHILADELPHIA,HAHNEMANN UNIVERSITY HSP,2241,464,77,61
2012,PHILADELPHIA,HSP OF THE UNIVERSITY OF PA,4169,1207,476,174
2012,PHILADELPHIA,METHODIST HSP,1,0,0,0
2012,PHILADELPHIA,NAZARETH HSP,3,0,0,0
2012,PHILADELPHIA,PA HSP OF THE UNIVER OF PA HEALTH SYS,4706,1597,597,132
2012,PHILADELPHIA,TEMPLE UNIVERSITY HSP,3222,1112,484,112
2012,PHILADELPHIA,THOMAS JEFFERSON UNIVERSITY HSP,2048,585,239,78
2012,POTTER,CHARLES COLE MEMORIAL HSP,201,66,30,2
2012,SCHUYLKILL,SCHUYLKILL MEDICAL CTR-S JACKSON ST,974,315,129,10
2012,SOMERSET,SOMERSET HSP,350,98,28,2
2012,SOMERSET,WINDBER HSP,240,62,20,5
2012,TIOGA,SOLDIERS & SAILORS MEMORIAL HSP,316,112,40,0
2012,UNION,EVANGELICAL COMMUNITY HSP,1019,365,149,15
2012,VENANGO,UPMC NORTHWEST SENECA,581,201,78,9
2012,WARREN,WARREN GENERAL HSP,354,100,45,2
2012,WASHINGTON,MONONGAHELA VALLEY HSP,3,1,0,0
2012,WASHINGTON,WASHINGTON HSP,1011,228,88,14
2012,WAYNE,WAYNE MEMORIAL HSP,407,116,39,7
2012,WESTMORELAND,EXCELA HEALTH WESTMORELAND REG HSP,1713,502,202,19
2012,WYOMING,TYLER MEMORIAL HSP,2,0,0,0
2012,YORK,HANOVER HSP,594,166,57,1
2012,YORK,MEMORIAL HSP YORK,597,148,60,9
2012,YORK,YORK HSP,3036,1045,390,72
2012,NA,FREESTANDING BIRTHING CENTER,1690,0,0,34
2012,NA,OTHER**,2797,7,1,128
2011,STATE TOTAL,NA,142530,44742,16810,2672
2011,ADAMS,GETTYSBURG HSP,540,144,72,1
2011,ALLEGHENY,ALLE-KISKI MEDICAL CENTER,3,1,0,0
2011,ALLEGHENY,ALLEGHENY GENERAL HSP,1,0,0,0
2011,ALLEGHENY,CHILDRENS HSP OF PITTSBURGH OF UPMC,1,0,0,0
2011,ALLEGHENY,HERITAGE VALLEY SEWICKLEY,870,371,147,14
2011,ALLEGHENY,MAGEE WOMENS HSP OF UPMC HEALTH SYS,10349,3018,852,182
2011,ALLEGHENY,OHIO VALLEY GENERAL HSP,1,0,0,0
2011,ALLEGHENY,ST CLAIR MEMORIAL HSP,1311,437,166,5
2011,ALLEGHENY,UPMC MCKEESPORT,1,0,0,0
2011,ALLEGHENY,UPMC MERCY,1701,578,167,29
2011,ALLEGHENY,WESTERN PA HSP FORBES REGIONAL CAMPUS,902,321,76,12
2011,ALLEGHENY,WESTERN PENNSYLVANIA HSP,3006,1153,491,76
2011,ARMSTRONG,ARMSTRONG COUNTY MEMORIAL HSP,665,226,97,11
2011,BEAVER,HERITAGE VALLEY BEAVER,943,252,87,19
2011,BEDFORD,UPMC BEDFORD,269,108,46,1
2011,BERKS,READING HSP & MEDICAL CENTER,3617,998,384,82
2011,BERKS,ST JOSEPH MEDICAL CENTER READING,782,202,85,13
2011,BLAIR,ALTOONA REGIONAL HEALTH SYSTEM,1114,294,96,14
2011,BLAIR,NASON HSP,488,114,52,13
2011,BRADFORD,MEMORIAL HSP INC TOWANDA,188,77,32,0
2011,BRADFORD,ROBERT PACKER HSP,762,184,30,5
2011,BUCKS,DOYLESTOWN HSP,1265,475,205,8
2011,BUCKS,GRAND VIEW HSP,1660,525,189,8
2011,BUCKS,LOWER BUCKS HSP,1011,459,207,8
2011,BUCKS,ST MARY MEDICAL CENTER,2059,804,255,17
2011,BUTLER,BUTLER MEMORIAL HSP,668,172,46,6
2011,CAMBRIA,CONEMAUGH VALLEY MEMORIAL HSP,1351,370,136,31
2011,CAMBRIA,MINERS MEDICAL CENTER,1,0,0,0
2011,CARBON,GNADEN HUETTEN MEMORIAL HSP,5,0,0,0
2011,CENTRE,MOUNT NITTANY MEDICAL CENTER,1295,346,143,25
2011,CHESTER,CHESTER COUNTY HSP,2359,653,273,52
2011,CHESTER,JENNERSVILLE REGIONAL HSP,444,114,52,21
2011,CHESTER,MAIN LINE HSP PAOLI,2402,875,389,16
2011,CHESTER,PHOENIXVILLE HSP COMPANY LLC,881,269,111,20
2011,CLARION,CLARION HSP,169,79,37,0
2011,CLEARFIELD,CLEARFIELD HSP,192,49,22,2
2011,CLEARFIELD,DUBOIS REGIONAL MEDICAL CENTER,1022,318,118,7
2011,CLINTON,LOCK HAVEN HSP,166,51,18,2
2011,COLUMBIA,BERWICK HSP CENTER,78,30,9,1
2011,COLUMBIA,BLOOMSBURG HSP,309,120,31,5
2011,CRAWFORD,MEADVILLE MEDICAL CENTER,518,159,44,0
2011,CRAWFORD,TITUSVILLE AREA HSP,211,59,16,3
2011,CUMBERLAND,CARLISLE REGIONAL MEDICAL CENTER,524,189,60,2
2011,CUMBERLAND,HOLY SPIRIT HSP,1247,260,113,67
2011,DAUPHIN,MILTON S HERSHEY MEDICAL CENTER,1746,640,273,43
2011,DAUPHIN,PINNACLE HEALTH HOSPITALS,4001,1210,468,22
2011,DELAWARE,CROZER CHESTER MEDICAL CENTER,1803,586,269,32
2011,DELAWARE,DELAWARE COUNTY MEMORIAL HSP,1663,443,184,52
2011,DELAWARE,RIDDLE MEMORIAL HSP,946,401,160,4
2011,ELK,ELK REGIONAL HEALTH CENTER,206,65,27,1
2011,ERIE,CORRY MEMORIAL HSP,1,0,0,0
2011,ERIE,HAMOT MEDICAL CENTER,2181,820,343,61
2011,ERIE,MILLCREEK COMMUNITY HSP,123,47,23,1
2011,ERIE,SAINT VINCENT HEALTH CENTER,1175,413,158,31
2011,FAYETTE,UNIONTOWN HSP,976,303,125,6
2011,FRANKLIN,CHAMBERSBURG HSP,1334,369,167,22
2011,FRANKLIN,WAYNESBORO HSP,423,103,32,13
2011,HUNTINGDON,J C BLAIR MEMORIAL HSP,211,61,28,2
2011,INDIANA,INDIANA REGIONAL MEDICAL CENTER,607,140,61,6
2011,JEFFERSON,PUNXSUTAWNEY AREA HSP,116,50,20,0
2011,LACKAWANNA,MOSES TAYLOR HSP,2638,945,289,38
2011,LANCASTER,EPHRATA COMMUNITY HSP,799,272,81,22
2011,LANCASTER,HEART OF LANCASTER REG MEDICAL CENTER,775,266,90,24
2011,LANCASTER,LANCASTER GENERAL HSP,4291,1374,624,101
2011,LAWRENCE,ELLWOOD CITY HSP,203,75,31,4
2011,LAWRENCE,JAMESON MEMORIAL HSP,459,149,66,4
2011,LEBANON,GOOD SAMARITAN HSP,876,304,114,9
2011,LEHIGH,LEHIGH VALLEY HSP,4049,1199,324,75
2011,LEHIGH,SACRED HEART HSP,318,98,49,13
2011,LEHIGH,ST LUKES HSP ALLENTOWN,1457,450,208,39
2011,LEHIGH,ST LUKES HSP BETHLEHEM,2518,841,346,69
2011,LEHIGH,WESTFIELD HSP,1,0,0,0
2011,LUZERNE,GEISINGER WYOMING VALLEY MEDICAL CTR,1430,466,220,26
2011,LUZERNE,HAZLETON GENERAL HSP,649,243,117,5
2011,LUZERNE,NESBITT MEMORIAL HSP,1183,413,155,18
2011,LYCOMING,WILLIAMSPORT HSP & MEDICAL CENTER,1188,400,160,13
2011,MCKEAN,BRADFORD REGIONAL MEDICAL CENTER,277,108,48,0
2011,MCKEAN,KANE COMMUNITY HSP,3,0,0,0
2011,MERCER,GROVE CITY MEDICAL CENTER,278,114,27,1
2011,MERCER,SHARON REGIONAL HEALTH SYSTEM,287,68,24,8
2011,MERCER,SHENANGO VALLEY MEDICAL CENTER,749,202,50,14
2011,MIFFLIN,LEWISTOWN HSP,533,154,64,13
2011,MONROE,POCONO MEDICAL CENTER,871,329,106,10
2011,MONTGOMERY,ABINGTON MEMORIAL HSP,4996,1742,744,95
2011,MONTGOMERY,HOLY REDEEMER HSP & MEDICAL CENTER,2857,1084,424,29
2011,MONTGOMERY,MAIN LINE HSP BRYN MAWR,1841,668,190,17
2011,MONTGOMERY,MAIN LINE HSP LANKENAU,2758,1141,439,25
2011,MONTGOMERY,MERCY SUBURBAN HSP NORRISTOWN,1,0,0,0
2011,MONTGOMERY,MONTGOMERY HSP,1026,337,154,40
2011,MONTGOMERY,POTTSTOWN MEMORIAL MEDICAL CENTER,606,261,98,5
2011,MONTOUR,GEISINGER MEDICAL CENTER,1668,563,211,34
2011,NORTHAMPTON,EASTON HSP,534,209,60,2
2011,PHILADELPHIA,ALBERT EINSTEIN MEDICAL CENTER,3017,900,351,129
2011,PHILADELPHIA,CHILDRENS HSP OF PHILADELPHIA,306,192,36,0
2011,PHILADELPHIA,EPISCOPAL HSP,1,0,0,0
2011,PHILADELPHIA,HAHNEMANN UNIVERSITY HSP,2223,452,74,52
2011,PHILADELPHIA,HSP OF THE UNIVERSITY OF PA,4046,1136,411,131
2011,PHILADELPHIA,NAZARETH HSP,2,0,0,0
2011,PHILADELPHIA,PA HSP OF THE UNIVER OF PA HEALTH SYS,4823,1796,684,119
2011,PHILADELPHIA,TEMPLE UNIVERSITY HSP,3402,1154,471,76
2011,PHILADELPHIA,THOMAS JEFFERSON UNIVERSITY HSP,1998,541,232,63
2011,POTTER,CHARLES COLE MEMORIAL HSP,237,78,28,0
2011,SCHUYLKILL,SCHUYLKILL MEDICAL CTR-S JACKSON ST,1062,338,111,14
2011,SCHUYLKILL,ST LUKES MINERS MEMORIAL HSP,1,0,0,0
2011,SOMERSET,SOMERSET HSP,353,102,30,3
2011,SOMERSET,WINDBER HSP,254,66,28,0
2011,TIOGA,SOLDIERS & SAILORS MEMORIAL HSP,273,91,28,0
2011,UNION,EVANGELICAL COMMUNITY HSP,1014,389,142,27
2011,VENANGO,UPMC NORTHWEST SENECA,543,182,76,5
2011,WARREN,WARREN GENERAL HSP,374,121,49,8
2011,WASHINGTON,MONONGAHELA VALLEY HSP,1,0,0,0
2011,WASHINGTON,WASHINGTON HSP,1029,232,74,11
2011,WAYNE,WAYNE MEMORIAL HSP,374,68,25,4
2011,WESTMORELAND,EXCELA HEALTH FRICK HSP,1,0,0,0
2011,WESTMORELAND,EXCELA HEALTH LATROBE HSP,2,0,0,1
2011,WESTMORELAND,EXCELA HEALTH WESTMORELAND REG HSP,1751,500,197,20
2011,WYOMING,TYLER MEMORIAL HSP,1,0,0,0
2011,YORK,HANOVER HSP,562,165,71,1
2011,YORK,MEMORIAL HSP YORK,597,158,66,4
2011,YORK,YORK HSP,3068,1101,421,52
2011,NA,FREESTANDING BIRTHING CENTER,1658,0,0,23
2011,NA,OTHER**,2575,0,0,102
2010,STATE TOTAL,NA,142740,44800,16434,2463
2010,ADAMS,GETTYSBURG HSP,508,131,63,2
2010,ALLEGHENY,ALLEGHENY GENERAL HSP,4,1,0,0
2010,ALLEGHENY,CHILDRENS HSP OF PITTSBURGH OF UPMC,1,1,0,0
2010,ALLEGHENY,HERITAGE VALLEY SEWICKLEY,819,347,98,6
2010,ALLEGHENY,MAGEE WOMENS HSP OF UPMC HEALTH SYS,9927,2891,905,186
2010,ALLEGHENY,OHIO VALLEY GENERAL HSP,2,0,0,0
2010,ALLEGHENY,ST CLAIR MEMORIAL HSP,1270,434,159,1
2010,ALLEGHENY,UPMC MERCY,1518,516,155,19
2010,ALLEGHENY,WESTERN PA HSP FORBES REGIONAL CAMPUS,835,325,72,5
2010,ALLEGHENY,WESTERN PENNSYLVANIA HSP,3381,1251,523,77
2010,ARMSTRONG,ARMSTRONG COUNTY MEMORIAL HSP,693,244,99,9
2010,BEAVER,HERITAGE VALLEY BEAVER,1020,311,76,19
2010,BEDFORD,UPMC BEDFORD,251,96,48,2
2010,BERKS,READING HSP & MEDICAL CENTER,3473,985,431,108
2010,BERKS,ST JOSEPH MEDICAL CENTER READING,804,218,91,12
2010,BLAIR,ALTOONA REGIONAL HEALTH SYSTEM,1154,316,110,16
2010,BLAIR,NASON HSP,568,159,52,12
2010,BRADFORD,MEMORIAL HSP INC TOWANDA,201,95,26,0
2010,BRADFORD,ROBERT PACKER HSP,688,180,46,2
2010,BUCKS,DOYLESTOWN HSP,1294,525,209,2
2010,BUCKS,FRANKFORD HSP-BUCKS CAMPUS,1,0,0,0
2010,BUCKS,GRAND VIEW HSP,1634,588,182,5
2010,BUCKS,LOWER BUCKS HSP,1002,425,176,7
2010,BUCKS,ST MARY MEDICAL CENTER,1997,721,250,9
2010,BUTLER,BUTLER MEMORIAL HSP,659,184,21,4
2010,CAMBRIA,CONEMAUGH VALLEY MEMORIAL HSP,1368,359,144,27
2010,CAMBRIA,MINERS MEDICAL CENTER,3,0,0,0
2010,CARBON,GNADEN HUETTEN MEMORIAL HSP,1,0,0,0
2010,CENTRE,MOUNT NITTANY MEDICAL CENTER,1352,331,118,13
2010,CHESTER,CHESTER COUNTY HSP,2520,721,320,38
2010,CHESTER,JENNERSVILLE REGIONAL HSP,384,101,51,10
2010,CHESTER,MAIN LINE HSP PAOLI,2305,928,371,14
2010,CHESTER,PHOENIXVILLE HSP COMPANY LLC,864,247,97,24
2010,CLARION,CLARION HSP,291,155,69,0
2010,CLEARFIELD,CLEARFIELD HSP,178,41,13,0
2010,CLEARFIELD,DUBOIS REGIONAL MEDICAL CENTER,904,321,114,5
2010,CLINTON,LOCK HAVEN HSP,195,59,13,0
2010,COLUMBIA,BERWICK HSP CENTER,111,52,10,0
2010,COLUMBIA,BLOOMSBURG HSP,313,100,32,1
2010,CRAWFORD,MEADVILLE MEDICAL CENTER,547,153,44,1
2010,CRAWFORD,TITUSVILLE AREA HSP,203,58,12,4
2010,CUMBERLAND,CARLISLE REGIONAL MEDICAL CENTER,461,154,43,0
2010,CUMBERLAND,HOLY SPIRIT HSP,1137,254,113,48
2010,DAUPHIN,MILTON S HERSHEY MEDICAL CENTER,1760,590,239,41
2010,DAUPHIN,PINNACLE HEALTH HOSPITALS,4080,1246,399,30
2010,DELAWARE,CROZER CHESTER MEDICAL CENTER,1975,677,289,34
2010,DELAWARE,DELAWARE COUNTY MEMORIAL HSP,1452,383,145,35
2010,DELAWARE,RIDDLE MEMORIAL HSP,967,324,126,6
2010,ELK,ELK REGIONAL HEALTH CENTER,168,57,22,1
2010,ERIE,HAMOT MEDICAL CENTER,740,341,157,13
2010,ERIE,MILLCREEK COMMUNITY HSP,135,57,28,1
2010,ERIE,SAINT VINCENT HEALTH CENTER,2628,982,386,51
2010,FAYETTE,HIGHLANDS HSP,1,0,0,0
2010,FAYETTE,UNIONTOWN HSP,953,317,143,8
2010,FRANKLIN,CHAMBERSBURG HSP,1448,429,165,23
2010,FRANKLIN,WAYNESBORO HSP,489,138,47,9
2010,FULTON,FULTON COUNTY MEDICAL CENTER,2,0,0,0
2010,HUNTINGDON,J C BLAIR MEMORIAL HSP,275,64,30,8
2010,INDIANA,INDIANA REGIONAL MEDICAL CENTER,636,159,73,13
2010,JEFFERSON,PUNXSUTAWNEY AREA HSP,128,43,16,0
2010,LACKAWANNA,MOSES TAYLOR HSP,2706,928,287,41
2010,LANCASTER,EPHRATA COMMUNITY HSP,836,253,81,30
2010,LANCASTER,HEART OF LANCASTER REG MEDICAL CENTER,697,221,55,15
2010,LANCASTER,LANCASTER GENERAL HSP,4357,1299,544,75
2010,LAWRENCE,ELLWOOD CITY HSP,225,102,43,3
2010,LAWRENCE,JAMESON MEMORIAL HSP,448,109,46,1
2010,LEBANON,GOOD SAMARITAN HSP,849,286,121,22
2010,LEHIGH,LEHIGH VALLEY HSP,3870,1155,305,69
2010,LEHIGH,SACRED HEART HSP,231,72,36,1
2010,LEHIGH,ST LUKES HSP ALLENTOWN,1594,542,217,41
2010,LEHIGH,ST LUKES HSP BETHLEHEM,2710,993,383,66
2010,LUZERNE,GEISINGER WYOMING VALLEY MEDICAL CTR,1379,460,234,23
2010,LUZERNE,HAZLETON GENERAL HSP,559,206,81,4
2010,LUZERNE,NESBITT MEMORIAL HSP,1278,462,154,15
2010,LYCOMING,WILLIAMSPORT HSP & MEDICAL CENTER,1108,415,149,12
2010,MCKEAN,BRADFORD REGIONAL MEDICAL CENTER,264,108,42,2
2010,MERCER,GROVE CITY MEDICAL CENTER,265,104,28,1
2010,MERCER,SHARON REGIONAL HEALTH SYSTEM,295,72,24,7
2010,MERCER,SHENANGO VALLEY MEDICAL CENTER,752,185,59,20
2010,MIFFLIN,LEWISTOWN HSP,484,127,59,18
2010,MONROE,POCONO MEDICAL CENTER,845,217,70,15
2010,MONTGOMERY,ABINGTON MEMORIAL HSP,5079,1787,734,100
2010,MONTGOMERY,HOLY REDEEMER HSP & MEDICAL CENTER,2749,1050,414,22
2010,MONTGOMERY,MAIN LINE HSP BRYN MAWR,1850,613,187,22
2010,MONTGOMERY,MAIN LINE HSP LANKENAU,2728,1106,464,27
2010,MONTGOMERY,MERCY SUBURBAN HSP NORRISTOWN,98,29,12,0
2010,MONTGOMERY,MONTGOMERY HSP,1048,327,133,29
2010,MONTGOMERY,POTTSTOWN MEMORIAL MEDICAL CENTER,627,221,74,12
2010,MONTOUR,GEISINGER MEDICAL CENTER,1712,640,216,25
2010,NORTHAMPTON,EASTON HSP,637,258,64,1
2010,NORTHUMBERLAND,SHAMOKIN AREA COMMUNITY HSP,1,0,0,0
2010,NORTHUMBERLAND,SUNBURY COMMUNITY HSP,1,0,0,0
2010,PHILADELPHIA,ALBERT EINSTEIN MEDICAL CENTER,3087,984,347,102
2010,PHILADELPHIA,ARIA HEALTH,2,0,0,1
2010,PHILADELPHIA,CHESTNUT HILL HSP,1,0,0,0
2010,PHILADELPHIA,CHILDRENS HSP OF PHILADELPHIA,269,165,42,1
2010,PHILADELPHIA,HAHNEMANN UNIVERSITY HSP,2040,495,101,27
2010,PHILADELPHIA,HSP OF THE UNIVERSITY OF PA,4262,1116,422,160
2010,PHILADELPHIA,METHODIST HSP,1,0,0,0
2010,PHILADELPHIA,NAZARETH HSP,2,0,0,0
2010,PHILADELPHIA,PA HSP OF THE UNIVER OF PA HEALTH SYS,4730,1672,627,107
2010,PHILADELPHIA,PENN PRESBYTERIAN MEDICAL CENTER,1,0,0,0
2010,PHILADELPHIA,ROXBOROUGH MEMORIAL HSP,1,0,0,0
2010,PHILADELPHIA,ST JOSEPHS HSP,1,0,0,0
2010,PHILADELPHIA,TEMPLE UNIVERSITY HSP,3553,1143,363,54
2010,PHILADELPHIA,THOMAS JEFFERSON UNIVERSITY HSP,2029,656,269,49
2010,POTTER,CHARLES COLE MEMORIAL HSP,251,59,32,0
2010,SCHUYLKILL,SCHUYLKILL MEDICAL CTR-S JACKSON ST,1048,334,148,14
2010,SOMERSET,SOMERSET HSP,384,85,22,1
2010,SOMERSET,WINDBER HSP,262,64,24,2
2010,SUSQUEHANNA,BARNES-KASSON COUNTY HSP,28,9,2,0
2010,TIOGA,SOLDIERS & SAILORS MEMORIAL HSP,312,97,29,0
2010,UNION,EVANGELICAL COMMUNITY HSP,952,342,130,8
2010,VENANGO,UPMC NORTHWEST SENECA,443,120,46,5
2010,WARREN,WARREN GENERAL HSP,377,116,52,0
2010,WASHINGTON,WASHINGTON HSP,1058,241,88,14
2010,WAYNE,WAYNE MEMORIAL HSP,398,82,40,6
2010,WESTMORELAND,EXCELA HEALTH WESTMORELAND REG HSP,1795,494,179,23
2010,YORK,HANOVER HSP,561,144,67,0
2010,YORK,MEMORIAL HSP YORK,600,170,72,5
2010,YORK,YORK HSP,3137,1075,395,57
2010,NA,FREESTANDING BIRTHING CENTER,1717,0,0,35
2010,NA,OTHER**,2478,5,0,112
2009,STATE TOTAL,NA,145791,46351,16379,2210
2009,ADAMS,GETTYSBURG HSP,567,133,50,1
2009,ALLEGHENY,ALLE-KISKI MEDICAL CENTER,2,0,0,0
2009,ALLEGHENY,ALLEGHENY GENERAL HSP,1066,522,188,21
2009,ALLEGHENY,HERITAGE VALLEY SEWICKLEY,818,353,87,8
2009,ALLEGHENY,JEFFERSON REGIONAL MEDICAL CENTER,1,0,0,0
2009,ALLEGHENY,MAGEE WOMENS HSP OF UPMC HEALTH SYS,9947,3005,689,156
2009,ALLEGHENY,OHIO VALLEY GENERAL HSP,293,135,53,2
2009,ALLEGHENY,ST CLAIR MEMORIAL HSP,1026,351,107,2
2009,ALLEGHENY,UPMC BRADDOCK,1,0,0,0
2009,ALLEGHENY,UPMC MCKEESPORT,1,0,0,0
2009,ALLEGHENY,UPMC MERCY,1419,502,167,14
2009,ALLEGHENY,WESTERN PA HSP FORBES REGIONAL CAMPUS,966,333,69,11
2009,ALLEGHENY,WESTERN PENNSYLVANIA HSP,2643,892,367,38
2009,ARMSTRONG,ARMSTRONG COUNTY MEMORIAL HSP,682,251,95,6
2009,BEAVER,HERITAGE VALLEY BEAVER,1058,307,79,9
2009,BEDFORD,UPMC BEDFORD,237,103,56,1
2009,BERKS,READING HSP & MEDICAL CENTER,3603,1013,452,83
2009,BERKS,ST JOSEPH MEDICAL CENTER READING,860,212,104,17
2009,BLAIR,ALTOONA REGIONAL HEALTH SYSTEM,1216,326,114,11
2009,BLAIR,NASON HSP,594,161,63,13
2009,BRADFORD,MEMORIAL HSP INC TOWANDA,202,80,43,0
2009,BRADFORD,ROBERT PACKER HSP,757,183,43,8
2009,BUCKS,DOYLESTOWN HSP,1362,582,250,4
2009,BUCKS,GRAND VIEW HSP,1601,564,169,5
2009,BUCKS,LOWER BUCKS HSP,1126,469,216,10
2009,BUCKS,ST LUKES QUAKERTOWN HSP,1,0,0,0
2009,BUCKS,ST MARY MEDICAL CENTER,1939,688,236,13
2009,BUTLER,BUTLER MEMORIAL HSP,722,202,18,2
2009,CAMBRIA,CONEMAUGH VALLEY MEMORIAL HSP,1269,302,135,23
2009,CAMBRIA,MINERS MEDICAL CENTER,1,0,0,0
2009,CARBON,GNADEN HUETTEN MEMORIAL HSP,190,63,26,2
2009,CARBON,PALMERTON HSP,1,0,0,0
2009,CENTRE,MOUNT NITTANY MEDICAL CENTER,1285,348,121,11
2009,CHESTER,BRANDYWINE HSP,2,0,0,0
2009,CHESTER,CHESTER COUNTY HSP,2561,704,314,48
2009,CHESTER,JENNERSVILLE REGIONAL HSP,423,82,32,17
2009,CHESTER,MAIN LINE HSP PAOLI,2303,880,317,22
2009,CHESTER,PHOENIXVILLE HSP COMPANY LLC,932,267,93,30
2009,CLARION,CLARION HSP,320,166,69,0
2009,CLEARFIELD,CLEARFIELD HSP,215,66,38,2
2009,CLEARFIELD,DUBOIS REGIONAL MEDICAL CENTER,931,337,122,5
2009,CLINTON,LOCK HAVEN HSP,203,55,10,1
2009,COLUMBIA,BERWICK HSP CENTER,102,45,13,0
2009,COLUMBIA,BLOOMSBURG HSP,345,104,32,6
2009,CRAWFORD,MEADVILLE MEDICAL CENTER,527,172,46,0
